model,sample_idx,ablation_method,amplification_method,prompt_lang,adj_lang,intervention_lang,measure_lang,target_word,adjective,prompt,base_word,baseline_adj_rank,intervened_adj_rank,baseline_target_rank,intervened_target_rank,baseline_target_logit,intervened_target_logit,delta_target_logit,baseline_target_minus_base,intervened_target_minus_base,delta_target_minus_base,amplification_outside_ablation_scale
gemma-2-2b,0,val,val,fr,en,de,ja,悪い,good,"Le contraire de ""good"" est """,bad,0,0,951,1164,11.1875,12.0,0.8125,-13.4375,-13.875,-0.4375,2.0
gemma-2-2b,0,val,val,fr,en,de,ko,나쁜,good,"Le contraire de ""good"" est """,bad,0,0,6634,7960,7.5625,7.96875,0.40625,-17.0625,-17.90625,-0.84375,2.0
gemma-2-2b,0,val,val,fr,en,de,zh,坏,good,"Le contraire de ""good"" est """,bad,0,0,180,178,13.75,15.125,1.375,-10.875,-10.75,0.125,2.0
gemma-2-2b,0,val,freq,fr,en,de,de,schlecht,good,"Le contraire de ""good"" est """,bad,0,0,308,29,12.9375,12.6875,-0.25,-11.6875,-5.4375,6.25,2.0
gemma-2-2b,0,val,freq,fr,en,de,en,bad,good,"Le contraire de ""good"" est """,bad,0,0,0,0,24.625,18.125,-6.5,0.0,0.0,0.0,2.0
gemma-2-2b,0,val,freq,fr,en,de,es,malo,good,"Le contraire de ""good"" est """,bad,0,0,36,5314,16.625,4.34375,-12.28125,-8.0,-13.78125,-5.78125,2.0
gemma-2-2b,0,val,freq,fr,en,de,fr,mauvais,good,"Le contraire de ""good"" est """,bad,0,0,16,109,17.75,10.75,-7.0,-6.875,-7.375,-0.5,2.0
gemma-2-2b,0,val,freq,fr,en,de,ja,悪い,good,"Le contraire de ""good"" est """,bad,0,0,951,7764,11.1875,3.546875,-7.640625,-13.4375,-14.578125,-1.140625,2.0
gemma-2-2b,0,val,freq,fr,en,de,ko,나쁜,good,"Le contraire de ""good"" est """,bad,0,0,6634,4531,7.5625,4.6875,-2.875,-17.0625,-13.4375,3.625,2.0
gemma-2-2b,0,val,freq,fr,en,de,zh,坏,good,"Le contraire de ""good"" est """,bad,0,0,180,680,13.75,8.0625,-5.6875,-10.875,-10.0625,0.8125,2.0
gemma-2-2b,0,freq,desc,fr,en,de,de,schlecht,good,"Le contraire de ""good"" est """,bad,0,0,308,345,12.9375,12.3125,-0.625,-11.6875,-11.9375,-0.25,2.0
gemma-2-2b,0,freq,desc,fr,en,de,en,bad,good,"Le contraire de ""good"" est """,bad,0,0,0,0,24.625,24.25,-0.375,0.0,0.0,0.0,2.0
gemma-2-2b,0,freq,desc,fr,en,de,es,malo,good,"Le contraire de ""good"" est """,bad,0,0,36,60,16.625,15.25,-1.375,-8.0,-9.0,-1.0,2.0
gemma-2-2b,0,freq,desc,fr,en,de,fr,mauvais,good,"Le contraire de ""good"" est """,bad,0,0,16,28,17.75,16.75,-1.0,-6.875,-7.5,-0.625,2.0
gemma-2-2b,0,freq,desc,fr,en,de,ja,悪い,good,"Le contraire de ""good"" est """,bad,0,0,951,862,11.1875,10.75,-0.4375,-13.4375,-13.5,-0.0625,2.0
gemma-2-2b,0,freq,desc,fr,en,de,ko,나쁜,good,"Le contraire de ""good"" est """,bad,0,0,6634,10155,7.5625,6.125,-1.4375,-17.0625,-18.125,-1.0625,2.0
gemma-2-2b,0,freq,desc,fr,en,de,zh,坏,good,"Le contraire de ""good"" est """,bad,0,0,180,264,13.75,12.75,-1.0,-10.875,-11.5,-0.625,2.0
gemma-2-2b,0,freq,val,fr,en,de,de,schlecht,good,"Le contraire de ""good"" est """,bad,0,0,308,228,12.9375,8.9375,-4.0,-11.6875,-15.1875,-3.5,2.0
gemma-2-2b,0,freq,val,fr,en,de,en,bad,good,"Le contraire de ""good"" est """,bad,0,0,0,0,24.625,24.125,-0.5,0.0,0.0,0.0,2.0
gemma-2-2b,0,freq,val,fr,en,de,es,malo,good,"Le contraire de ""good"" est """,bad,0,0,36,35,16.625,13.4375,-3.1875,-8.0,-10.6875,-2.6875,2.0
gemma-2-2b,0,freq,val,fr,en,de,fr,mauvais,good,"Le contraire de ""good"" est """,bad,0,0,16,19,17.75,14.4375,-3.3125,-6.875,-9.6875,-2.8125,2.0
gemma-2-2b,0,freq,val,fr,en,de,ja,悪い,good,"Le contraire de ""good"" est """,bad,0,0,951,161,11.1875,9.875,-1.3125,-13.4375,-14.25,-0.8125,2.0
gemma-2-2b,0,freq,val,fr,en,de,ko,나쁜,good,"Le contraire de ""good"" est """,bad,0,0,6634,5198,7.5625,2.765625,-4.796875,-17.0625,-21.359375,-4.296875,2.0
gemma-2-2b,0,freq,val,fr,en,de,zh,坏,good,"Le contraire de ""good"" est """,bad,0,0,180,67,13.75,12.0625,-1.6875,-10.875,-12.0625,-1.1875,2.0
gemma-2-2b,0,freq,freq,fr,en,de,de,schlecht,good,"Le contraire de ""good"" est """,bad,0,0,308,376,12.9375,12.375,-0.5625,-11.6875,-12.25,-0.5625,2.0
gemma-2-2b,0,freq,freq,fr,en,de,en,bad,good,"Le contraire de ""good"" est """,bad,0,0,0,0,24.625,24.625,0.0,0.0,0.0,0.0,2.0
gemma-2-2b,0,freq,freq,fr,en,de,es,malo,good,"Le contraire de ""good"" est """,bad,0,0,36,48,16.625,16.0,-0.625,-8.0,-8.625,-0.625,2.0
gemma-2-2b,0,freq,freq,fr,en,de,fr,mauvais,good,"Le contraire de ""good"" est """,bad,0,0,16,24,17.75,17.0,-0.75,-6.875,-7.625,-0.75,2.0
gemma-2-2b,0,freq,freq,fr,en,de,ja,悪い,good,"Le contraire de ""good"" est """,bad,0,0,951,535,11.1875,11.75,0.5625,-13.4375,-12.875,0.5625,2.0
gemma-2-2b,0,freq,freq,fr,en,de,ko,나쁜,good,"Le contraire de ""good"" est """,bad,0,0,6634,6181,7.5625,7.25,-0.3125,-17.0625,-17.375,-0.3125,2.0
gemma-2-2b,0,freq,freq,fr,en,de,zh,坏,good,"Le contraire de ""good"" est """,bad,0,0,180,138,13.75,13.9375,0.1875,-10.875,-10.6875,0.1875,2.0
gemma-2-2b,0,desc,desc,fr,en,en,de,schlecht,good,"Le contraire de ""good"" est """,bad,0,0,308,340,12.9375,12.8125,-0.125,-11.6875,-11.9375,-0.25,2.0
gemma-2-2b,0,desc,desc,fr,en,en,en,bad,good,"Le contraire de ""good"" est """,bad,0,0,0,0,24.625,24.75,0.125,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,desc,fr,en,en,es,malo,good,"Le contraire de ""good"" est """,bad,0,0,36,41,16.625,16.5,-0.125,-8.0,-8.25,-0.25,2.0
gemma-2-2b,0,desc,desc,fr,en,en,fr,mauvais,good,"Le contraire de ""good"" est """,bad,0,0,16,17,17.75,17.75,0.0,-6.875,-7.0,-0.125,2.0
gemma-2-2b,0,desc,desc,fr,en,en,ja,悪い,good,"Le contraire de ""good"" est """,bad,0,0,951,965,11.1875,11.125,-0.0625,-13.4375,-13.625,-0.1875,2.0
gemma-2-2b,0,desc,desc,fr,en,en,ko,나쁜,good,"Le contraire de ""good"" est """,bad,0,0,6634,6827,7.5625,7.46875,-0.09375,-17.0625,-17.28125,-0.21875,2.0
gemma-2-2b,0,desc,desc,fr,en,en,zh,坏,good,"Le contraire de ""good"" est """,bad,0,0,180,166,13.75,13.875,0.125,-10.875,-10.875,0.0,2.0
gemma-2-2b,0,desc,val,fr,en,en,de,schlecht,good,"Le contraire de ""good"" est """,bad,0,0,308,541,12.9375,1.5625,-11.375,-11.6875,-20.0625,-8.375,2.0
gemma-2-2b,0,desc,val,fr,en,en,en,bad,good,"Le contraire de ""good"" est """,bad,0,0,0,0,24.625,21.625,-3.0,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,val,fr,en,en,es,malo,good,"Le contraire de ""good"" est """,bad,0,0,36,52,16.625,7.03125,-9.59375,-8.0,-14.59375,-6.59375,2.0
gemma-2-2b,0,desc,val,fr,en,en,fr,mauvais,good,"Le contraire de ""good"" est """,bad,0,0,16,25,17.75,9.0,-8.75,-6.875,-12.625,-5.75,2.0
gemma-2-2b,0,desc,val,fr,en,en,ja,悪い,good,"Le contraire de ""good"" est """,bad,0,0,951,180,11.1875,4.28125,-6.90625,-13.4375,-17.34375,-3.90625,2.0
gemma-2-2b,0,desc,val,fr,en,en,ko,나쁜,good,"Le contraire de ""good"" est """,bad,0,0,6634,5347,7.5625,-3.65625,-11.21875,-17.0625,-25.28125,-8.21875,2.0
gemma-2-2b,0,desc,val,fr,en,en,zh,坏,good,"Le contraire de ""good"" est """,bad,0,0,180,127,13.75,5.03125,-8.71875,-10.875,-16.59375,-5.71875,2.0
gemma-2-2b,0,desc,freq,fr,en,en,de,schlecht,good,"Le contraire de ""good"" est """,bad,0,0,308,176,12.9375,16.125,3.1875,-11.6875,-10.5,1.1875,2.0
gemma-2-2b,0,desc,freq,fr,en,en,en,bad,good,"Le contraire de ""good"" est """,bad,0,0,0,0,24.625,26.625,2.0,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,freq,fr,en,en,es,malo,good,"Le contraire de ""good"" est """,bad,0,0,36,142,16.625,16.625,0.0,-8.0,-10.0,-2.0,2.0
gemma-2-2b,0,desc,freq,fr,en,en,fr,mauvais,good,"Le contraire de ""good"" est """,bad,0,0,16,16,17.75,20.0,2.25,-6.875,-6.625,0.25,2.0
gemma-2-2b,0,desc,freq,fr,en,en,ja,悪い,good,"Le contraire de ""good"" est """,bad,0,0,951,1491,11.1875,12.625,1.4375,-13.4375,-14.0,-0.5625,2.0
gemma-2-2b,0,desc,freq,fr,en,en,ko,나쁜,good,"Le contraire de ""good"" est """,bad,0,0,6634,13650,7.5625,7.75,0.1875,-17.0625,-18.875,-1.8125,2.0
gemma-2-2b,0,desc,freq,fr,en,en,zh,坏,good,"Le contraire de ""good"" est """,bad,0,0,180,224,13.75,15.9375,2.1875,-10.875,-10.6875,0.1875,2.0
gemma-2-2b,0,val,desc,fr,en,en,de,schlecht,good,"Le contraire de ""good"" est """,bad,0,0,308,212,12.9375,15.6875,2.75,-11.6875,-10.8125,0.875,2.0
gemma-2-2b,0,val,desc,fr,en,en,en,bad,good,"Le contraire de ""good"" est """,bad,0,0,0,0,24.625,26.5,1.875,0.0,0.0,0.0,2.0
gemma-2-2b,0,val,desc,fr,en,en,es,malo,good,"Le contraire de ""good"" est """,bad,0,0,36,55,16.625,17.875,1.25,-8.0,-8.625,-0.625,2.0
gemma-2-2b,0,val,desc,fr,en,en,fr,mauvais,good,"Le contraire de ""good"" est """,bad,0,0,16,76,17.75,17.5,-0.25,-6.875,-9.0,-2.125,2.0
gemma-2-2b,0,val,desc,fr,en,en,ja,悪い,good,"Le contraire de ""good"" est """,bad,0,0,951,461,11.1875,14.5,3.3125,-13.4375,-12.0,1.4375,2.0
gemma-2-2b,0,val,desc,fr,en,en,ko,나쁜,good,"Le contraire de ""good"" est """,bad,0,0,6634,6312,7.5625,9.625,2.0625,-17.0625,-16.875,0.1875,2.0
gemma-2-2b,0,val,desc,fr,en,en,zh,坏,good,"Le contraire de ""good"" est """,bad,0,0,180,207,13.75,15.8125,2.0625,-10.875,-10.6875,0.1875,2.0
gemma-2-2b,0,val,val,fr,en,en,de,schlecht,good,"Le contraire de ""good"" est """,bad,0,0,308,344,12.9375,14.875,1.9375,-11.6875,-11.75,-0.0625,2.0
gemma-2-2b,0,val,val,fr,en,en,en,bad,good,"Le contraire de ""good"" est """,bad,0,0,0,0,24.625,26.625,2.0,0.0,0.0,0.0,2.0
gemma-2-2b,0,val,val,fr,en,en,es,malo,good,"Le contraire de ""good"" est """,bad,0,0,36,34,16.625,19.125,2.5,-8.0,-7.5,0.5,2.0
gemma-2-2b,0,val,val,fr,en,en,fr,mauvais,good,"Le contraire de ""good"" est """,bad,0,0,16,18,17.75,20.0,2.25,-6.875,-6.625,0.25,2.0
gemma-2-2b,0,val,val,fr,en,en,ja,悪い,good,"Le contraire de ""good"" est """,bad,0,0,951,517,11.1875,14.25,3.0625,-13.4375,-12.375,1.0625,2.0
gemma-2-2b,0,val,val,fr,en,en,ko,나쁜,good,"Le contraire de ""good"" est """,bad,0,0,6634,8362,7.5625,8.5,0.9375,-17.0625,-18.125,-1.0625,2.0
gemma-2-2b,0,val,val,fr,en,en,zh,坏,good,"Le contraire de ""good"" est """,bad,0,0,180,141,13.75,16.375,2.625,-10.875,-10.25,0.625,2.0
gemma-2-2b,0,val,freq,fr,en,en,de,schlecht,good,"Le contraire de ""good"" est """,bad,0,0,308,225,12.9375,17.875,4.9375,-11.6875,-9.375,2.3125,2.0
gemma-2-2b,0,val,freq,fr,en,en,en,bad,good,"Le contraire de ""good"" est """,bad,0,0,0,0,24.625,27.25,2.625,0.0,0.0,0.0,2.0
gemma-2-2b,0,val,freq,fr,en,en,es,malo,good,"Le contraire de ""good"" est """,bad,0,0,36,98,16.625,19.125,2.5,-8.0,-8.125,-0.125,2.0
gemma-2-2b,0,val,freq,fr,en,en,fr,mauvais,good,"Le contraire de ""good"" est """,bad,0,0,16,37,17.75,20.5,2.75,-6.875,-6.75,0.125,2.0
gemma-2-2b,0,val,freq,fr,en,en,ja,悪い,good,"Le contraire de ""good"" est """,bad,0,0,951,779,11.1875,15.9375,4.75,-13.4375,-11.3125,2.125,2.0
gemma-2-2b,0,val,freq,fr,en,en,ko,나쁜,good,"Le contraire de ""good"" est """,bad,0,0,6634,11185,7.5625,10.4375,2.875,-17.0625,-16.8125,0.25,2.0
gemma-2-2b,0,val,freq,fr,en,en,zh,坏,good,"Le contraire de ""good"" est """,bad,0,0,180,178,13.75,18.25,4.5,-10.875,-9.0,1.875,2.0
gemma-2-2b,0,freq,desc,fr,en,en,de,schlecht,good,"Le contraire de ""good"" est """,bad,0,0,308,226,12.9375,13.8125,0.875,-11.6875,-11.3125,0.375,2.0
gemma-2-2b,0,freq,desc,fr,en,en,en,bad,good,"Le contraire de ""good"" est """,bad,0,0,0,0,24.625,25.125,0.5,0.0,0.0,0.0,2.0
gemma-2-2b,0,freq,desc,fr,en,en,es,malo,good,"Le contraire de ""good"" est """,bad,0,0,36,56,16.625,15.9375,-0.6875,-8.0,-9.1875,-1.1875,2.0
gemma-2-2b,0,freq,desc,fr,en,en,fr,mauvais,good,"Le contraire de ""good"" est """,bad,0,0,16,73,17.75,15.5625,-2.1875,-6.875,-9.5625,-2.6875,2.0
gemma-2-2b,0,freq,desc,fr,en,en,ja,悪い,good,"Le contraire de ""good"" est """,bad,0,0,951,908,11.1875,11.75,0.5625,-13.4375,-13.375,0.0625,2.0
gemma-2-2b,0,freq,desc,fr,en,en,ko,나쁜,good,"Le contraire de ""good"" est """,bad,0,0,6634,5365,7.5625,8.375,0.8125,-17.0625,-16.75,0.3125,2.0
gemma-2-2b,0,freq,desc,fr,en,en,zh,坏,good,"Le contraire de ""good"" est """,bad,0,0,180,268,13.75,13.625,-0.125,-10.875,-11.5,-0.625,2.0
gemma-2-2b,0,freq,val,fr,en,en,de,schlecht,good,"Le contraire de ""good"" est """,bad,0,0,308,553,12.9375,4.25,-8.6875,-11.6875,-19.0,-7.3125,2.0
gemma-2-2b,0,freq,val,fr,en,en,en,bad,good,"Le contraire de ""good"" est """,bad,0,0,0,0,24.625,23.25,-1.375,0.0,0.0,0.0,2.0
gemma-2-2b,0,freq,val,fr,en,en,es,malo,good,"Le contraire de ""good"" est """,bad,0,0,36,28,16.625,11.5,-5.125,-8.0,-11.75,-3.75,2.0
gemma-2-2b,0,freq,val,fr,en,en,fr,mauvais,good,"Le contraire de ""good"" est """,bad,0,0,16,48,17.75,10.375,-7.375,-6.875,-12.875,-6.0,2.0
gemma-2-2b,0,freq,val,fr,en,en,ja,悪い,good,"Le contraire de ""good"" est """,bad,0,0,951,137,11.1875,7.6875,-3.5,-13.4375,-15.5625,-2.125,2.0
gemma-2-2b,0,freq,val,fr,en,en,ko,나쁜,good,"Le contraire de ""good"" est """,bad,0,0,6634,2454,7.5625,0.62109375,-6.94140625,-17.0625,-22.62890625,-5.56640625,2.0
gemma-2-2b,0,freq,val,fr,en,en,zh,坏,good,"Le contraire de ""good"" est """,bad,0,0,180,139,13.75,7.6875,-6.0625,-10.875,-15.5625,-4.6875,2.0
gemma-2-2b,0,freq,freq,fr,en,en,de,schlecht,good,"Le contraire de ""good"" est """,bad,0,0,308,329,12.9375,13.1875,0.25,-11.6875,-11.9375,-0.25,2.0
gemma-2-2b,0,freq,freq,fr,en,en,en,bad,good,"Le contraire de ""good"" est """,bad,0,0,0,0,24.625,25.125,0.5,0.0,0.0,0.0,2.0
gemma-2-2b,0,freq,freq,fr,en,en,es,malo,good,"Le contraire de ""good"" est """,bad,0,0,36,29,16.625,17.125,0.5,-8.0,-8.0,0.0,2.0
gemma-2-2b,0,freq,freq,fr,en,en,fr,mauvais,good,"Le contraire de ""good"" est """,bad,0,0,16,16,17.75,18.125,0.375,-6.875,-7.0,-0.125,2.0
gemma-2-2b,0,freq,freq,fr,en,en,ja,悪い,good,"Le contraire de ""good"" est """,bad,0,0,951,951,11.1875,11.5,0.3125,-13.4375,-13.625,-0.1875,2.0
gemma-2-2b,0,freq,freq,fr,en,en,ko,나쁜,good,"Le contraire de ""good"" est """,bad,0,0,6634,6789,7.5625,7.625,0.0625,-17.0625,-17.5,-0.4375,2.0
gemma-2-2b,0,freq,freq,fr,en,en,zh,坏,good,"Le contraire de ""good"" est """,bad,0,0,180,189,13.75,14.0625,0.3125,-10.875,-11.0625,-0.1875,2.0
gemma-2-2b,0,desc,desc,fr,en,es,de,schlecht,good,"Le contraire de ""good"" est """,bad,0,0,308,300,12.9375,13.0,0.0625,-11.6875,-11.75,-0.0625,2.0
gemma-2-2b,0,desc,desc,fr,en,es,en,bad,good,"Le contraire de ""good"" est """,bad,0,0,0,0,24.625,24.75,0.125,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,desc,fr,en,es,es,malo,good,"Le contraire de ""good"" est """,bad,0,0,36,42,16.625,16.5,-0.125,-8.0,-8.25,-0.25,2.0
gemma-2-2b,0,desc,desc,fr,en,es,fr,mauvais,good,"Le contraire de ""good"" est """,bad,0,0,16,17,17.75,17.75,0.0,-6.875,-7.0,-0.125,2.0
gemma-2-2b,0,desc,desc,fr,en,es,ja,悪い,good,"Le contraire de ""good"" est """,bad,0,0,951,1000,11.1875,11.125,-0.0625,-13.4375,-13.625,-0.1875,2.0
gemma-2-2b,0,desc,desc,fr,en,es,ko,나쁜,good,"Le contraire de ""good"" est """,bad,0,0,6634,6895,7.5625,7.5,-0.0625,-17.0625,-17.25,-0.1875,2.0
gemma-2-2b,0,desc,desc,fr,en,es,zh,坏,good,"Le contraire de ""good"" est """,bad,0,0,180,182,13.75,13.75,0.0,-10.875,-11.0,-0.125,2.0
gemma-2-2b,0,desc,val,fr,en,es,de,schlecht,good,"Le contraire de ""good"" est """,bad,0,0,308,289,12.9375,13.8125,0.875,-11.6875,-11.3125,0.375,2.0
gemma-2-2b,0,desc,val,fr,en,es,en,bad,good,"Le contraire de ""good"" est """,bad,0,0,0,0,24.625,25.125,0.5,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,val,fr,en,es,es,malo,good,"Le contraire de ""good"" est """,bad,0,0,36,8,16.625,19.25,2.625,-8.0,-5.875,2.125,2.0
gemma-2-2b,0,desc,val,fr,en,es,fr,mauvais,good,"Le contraire de ""good"" est """,bad,0,0,16,14,17.75,18.75,1.0,-6.875,-6.375,0.5,2.0
gemma-2-2b,0,desc,val,fr,en,es,ja,悪い,good,"Le contraire de ""good"" est """,bad,0,0,951,612,11.1875,12.625,1.4375,-13.4375,-12.5,0.9375,2.0
gemma-2-2b,0,desc,val,fr,en,es,ko,나쁜,good,"Le contraire de ""good"" est """,bad,0,0,6634,9070,7.5625,7.90625,0.34375,-17.0625,-17.21875,-0.15625,2.0
gemma-2-2b,0,desc,val,fr,en,es,zh,坏,good,"Le contraire de ""good"" est """,bad,0,0,180,138,13.75,15.0,1.25,-10.875,-10.125,0.75,2.0
gemma-2-2b,0,desc,freq,fr,en,es,de,schlecht,good,"Le contraire de ""good"" est """,bad,0,0,308,22487,12.9375,4.75,-8.1875,-11.6875,-19.0,-7.3125,2.0
gemma-2-2b,0,desc,freq,fr,en,es,en,bad,good,"Le contraire de ""good"" est """,bad,0,0,0,0,24.625,23.75,-0.875,0.0,0.0,0.0,2.0
gemma-2-2b,0,desc,freq,fr,en,es,es,malo,good,"Le contraire de ""good"" est """,bad,0,0,36,263,16.625,14.75,-1.875,-8.0,-9.0,-1.0,2.0
gemma-2-2b,0,desc,freq,fr,en,es,fr,mauvais,good,"Le contraire de ""good"" est """,bad,0,0,16,30,17.75,18.25,0.5,-6.875,-5.5,1.375,2.0
gemma-2-2b,0,desc,freq,fr,en,es,ja,悪い,good,"Le contraire de ""good"" est """,bad,0,0,951,1573,11.1875,11.25,0.0625,-13.4375,-12.5,0.9375,2.0
gemma-2-2b,0,desc,freq,fr,en,es,ko,나쁜,good,"Le contraire de ""good"" est """,bad,0,0,6634,4669,7.5625,8.875,1.3125,-17.0625,-14.875,2.1875,2.0
gemma-2-2b,0,desc,freq,fr,en,es,zh,坏,good,"Le contraire de ""good"" est """,bad,0,0,180,75,13.75,16.875,3.125,-10.875,-6.875,4.0,2.0
gemma-2-2b,0,val,desc,fr,en,es,de,schlecht,good,"Le contraire de ""good"" est """,bad,0,0,308,352,12.9375,13.8125,0.875,-11.6875,-11.6875,0.0,2.0
gemma-2-2b,0,val,desc,fr,en,es,en,bad,good,"Le contraire de ""good"" est """,bad,0,0,0,0,24.625,25.5,0.875,0.0,0.0,0.0,2.0
